Date,Region,Category,Supplier,Warehouse,Order Status,Units Sold,Inventory Level,Transportation Cost,Order Accuracy,Lead Time (Days),Backorder,Cost of Goods Sold (COGS),Average Inventory,Warehouse Capacity
28-10-2022,North,Electronics,Supplier B,Warehouse 2,Fulfilled,938.0,4252,5443.743124,True,13.0,False,139323.7774,3139.5,7949
29-10-2022,West,Electronics,Supplier A,Warehouse 3,Canceled,769.0,2027,13021.57364,True,26.0,False,77040.39164,1336.0,5429
30-10-2022,North,Furniture,Supplier C,Warehouse 1,Fulfilled,649.0,645,1237.374643,True,18.0,False,114000.7837,2816.0,7376
31-10-2022,West,Furniture,,Warehouse 3,Fulfilled,870.0,4987,13593.90417,True,27.0,True,146852.1065,3637.0,9454
01-11-2022,South,Accessories,Supplier B,Warehouse 3,Fulfilled,95.0,2287,,False,10.0,False,4064.212534,2633.5,7628
02-11-2022,East,Electronics,Supplier B,Warehouse 2,Fulfilled,470.0,2980,3263.352674,True,,False,16981.32105,3230.5,7092
03-11-2022,West,Furniture,,Warehouse 1,Pending,,3481,8035.432952,True,3.0,False,134639.1146,2441.5,8652
04-11-2022,West,Accessories,Supplier D,Warehouse 1,Pending,612.0,1402,7358.363609,True,19.0,False,78238.91432,1227.5,6676
05-11-2022,East,Clothing,Supplier C,Warehouse 3,Canceled,988.0,1053,13300.93586,False,16.0,False,187153.3576,2994.5,5711
06-11-2022,North,Clothing,Supplier B,Warehouse 3,Canceled,701.0,4936,14865.85774,True,19.0,False,42272.48456,3999.0,8832
07-11-2022,South,Clothing,Supplier D,Warehouse 1,Fulfilled,927.0,3062,10260.11455,False,19.0,False,162254.2375,3137.5,8141
08-11-2022,West,Furniture,Supplier D,Warehouse 2,Pending,919.0,3213,13805.2101,False,6.0,False,110651.7195,3596.0,6345
09-11-2022,West,Accessories,Supplier C,Warehouse 3,Pending,715.0,3979,1039.714716,True,22.0,False,55779.68483,4349.5,6555
10-11-2022,East,Accessories,Supplier C,Warehouse 1,Fulfilled,957.0,4720,6135.148711,True,12.0,False,76005.0583,2881.0,6400
11-11-2022,North,Electronics,Supplier A,Warehouse 2,Fulfilled,970.0,1042,2176.281354,True,1.0,False,,2188.5,8275
12-11-2022,East,Clothing,Supplier A,Warehouse 2,Fulfilled,373.0,3335,5252.334775,True,12.0,False,54355.97861,3346.0,7757
13-11-2022,West,Furniture,Supplier C,Warehouse 2,Fulfilled,366.0,3357,4663.889094,True,5.0,False,18330.68365,1825.0,5965
14-11-2022,West,Furniture,Supplier A,Warehouse 2,Fulfilled,408.0,293,13432.16039,True,15.0,False,67494.51466,265.5,9982
15-11-2022,North,Furniture,Supplier B,Warehouse 3,Pending,,238,8574.161073,True,22.0,False,20719.2929,257.0,7865
16-11-2022,North,Electronics,Supplier B,Warehouse 1,Fulfilled,312.0,276,1825.680898,True,9.0,False,10013.81557,405.5,8171
17-11-2022,South,Clothing,Supplier C,Warehouse 3,Fulfilled,425.0,535,652.9987338,True,10.0,False,57426.5005,488.5,9052
18-11-2022,West,Accessories,Supplier B,Warehouse 3,Fulfilled,992.0,442,3219.144732,True,7.0,False,177278.6146,425.0,6834
19-11-2022,North,Furniture,Supplier A,Warehouse 1,Fulfilled,,408,2953.444249,True,13.0,False,139743.2866,1036.5,8596
20-11-2022,North,Electronics,Supplier C,Warehouse 2,Fulfilled,101.0,1665,6519.757303,True,9.0,False,15956.01161,2864.5,8811
21-11-2022,North,Electronics,Supplier C,Warehouse 3,Fulfilled,492.0,4064,7754.212521,False,18.0,True,15341.85825,3149.5,8199
22-11-2022,North,Electronics,Supplier D,Warehouse 2,Fulfilled,377.0,2235,11073.55875,True,2.0,False,43629.54344,2502.0,8163
23-11-2022,West,Electronics,Supplier B,Warehouse 3,Fulfilled,281.0,2769,3705.537516,True,22.0,False,8954.683224,3683.0,8209
24-11-2022,West,Accessories,Supplier A,Warehouse 1,Pending,916.0,4597,3624.936434,True,8.0,False,53805.57999,4613.5,9104
25-11-2022,North,Electronics,Supplier B,Warehouse 1,Pending,626.0,4630,10154.547,False,29.0,True,101506.5805,4302.0,5216
26-11-2022,East,Electronics,Supplier A,Warehouse 2,Pending,269.0,3974,6165.056288,True,3.0,True,34499.02407,2334.5,9584
27-11-2022,North,Electronics,Supplier A,Warehouse 3,Fulfilled,987.0,695,6582.481534,True,26.0,False,101918.9974,1535.5,7968
28-11-2022,South,Clothing,Supplier A,Warehouse 2,Fulfilled,418.0,2376,5635.235853,True,12.0,True,64577.38459,3550.5,6008
29-11-2022,North,Clothing,Supplier B,Warehouse 1,Fulfilled,791.0,4725,2807.806718,True,28.0,False,88360.15221,4604.5,6210
30-11-2022,South,Electronics,Supplier A,Warehouse 1,Fulfilled,933.0,4484,14595.15036,True,29.0,False,69681.3687,2519.0,5852
01-12-2022,West,Clothing,Supplier B,Warehouse 1,Fulfilled,,554,6064.700641,True,5.0,False,146635.6286,1638.5,8490
02-12-2022,East,Furniture,Supplier C,Warehouse 1,Fulfilled,951.0,2723,7766.859606,True,5.0,False,121752.0479,3697.5,5743
03-12-2022,North,Electronics,,Warehouse 1,Fulfilled,497.0,4672,557.4191737,True,24.0,False,81213.5574,2557.0,9906
04-12-2022,East,Furniture,Supplier C,Warehouse 1,Fulfilled,324.0,442,7652.571996,True,28.0,False,7971.7663,1229.5,5713
05-12-2022,South,Clothing,Supplier D,Warehouse 3,Fulfilled,476.0,2017,7796.097922,True,4.0,False,21615.10572,1174.0,6244
06-12-2022,South,Electronics,Supplier C,Warehouse 1,Canceled,659.0,331,5646.502414,True,18.0,False,76476.2371,305.0,8000
07-12-2022,South,Furniture,Supplier C,Warehouse 1,Fulfilled,855.0,279,1520.877755,True,20.0,False,142459.8278,558.0,7646
08-12-2022,South,Accessories,Supplier A,Warehouse 2,Fulfilled,572.0,837,14360.596,True,10.0,False,97505.25058,1887.5,7868
09-12-2022,South,Furniture,Supplier D,Warehouse 3,Fulfilled,460.0,2938,3058.376672,True,21.0,False,17788.85762,1531.0,7302
10-12-2022,North,Furniture,Supplier B,Warehouse 1,Pending,91.0,124,1184.760709,True,12.0,False,11754.8937,2044.5,6734
11-12-2022,West,Accessories,Supplier A,Warehouse 3,Fulfilled,715.0,3965,5999.60918,True,13.0,False,24897.43639,2540.5,7209
12-12-2022,South,Furniture,,Warehouse 3,Pending,828.0,1116,12235.85839,True,10.0,False,78366.60755,662.5,5612
13-12-2022,North,Accessories,Supplier C,Warehouse 2,Fulfilled,488.0,209,6393.068845,True,26.0,False,31925.01895,1319.5,5912
14-12-2022,East,Clothing,Supplier A,Warehouse 3,Fulfilled,256.0,2430,5743.306117,True,29.0,False,39575.87697,1925.5,5002
15-12-2022,East,Electronics,Supplier B,Warehouse 1,Fulfilled,829.0,1421,11818.30452,True,12.0,False,126213.1286,1758.0,6142
16-12-2022,South,Accessories,Supplier D,Warehouse 3,Fulfilled,484.0,2095,722.0035061,True,29.0,False,93190.21195,1475.0,8280
17-12-2022,East,Electronics,,Warehouse 1,Fulfilled,600.0,855,8703.259378,True,11.0,False,65862.87943,1867.0,6723
18-12-2022,North,Clothing,Supplier A,Warehouse 3,Canceled,801.0,2879,8042.821812,True,19.0,False,63129.52639,1889.5,6488
19-12-2022,South,Clothing,Supplier C,Warehouse 3,Fulfilled,260.0,900,4385.169877,True,18.0,False,47804.20901,1503.5,5453
20-12-2022,South,Accessories,Supplier A,Warehouse 3,Fulfilled,489.0,2107,2020.118334,True,6.0,False,50425.02765,2146.5,7233
21-12-2022,East,Furniture,Supplier B,Warehouse 3,Fulfilled,69.0,2186,14009.05912,True,7.0,True,3967.841,3105.0,5711
22-12-2022,West,Furniture,Supplier C,Warehouse 1,Fulfilled,186.0,4024,4031.160914,True,19.0,False,26574.95066,2096.5,5239
23-12-2022,North,Clothing,Supplier A,Warehouse 1,Fulfilled,973.0,169,10541.45319,True,16.0,False,166674.5149,594.0,8209
24-12-2022,North,Clothing,Supplier B,Warehouse 1,Fulfilled,126.0,1019,13386.91101,True,7.0,False,16652.98229,680.0,5292
25-12-2022,West,Furniture,Supplier D,Warehouse 1,Pending,348.0,341,10385.88972,True,9.0,False,34273.64475,1060.5,8624
26-12-2022,East,Accessories,Supplier C,Warehouse 1,Fulfilled,968.0,1780,11939.7043,True,24.0,False,28435.7969,1128.5,5528
27-12-2022,South,Furniture,Supplier B,Warehouse 1,Fulfilled,75.0,477,,True,13.0,False,2893.993927,1023.0,5806
28-12-2022,West,Furniture,Supplier A,Warehouse 1,Fulfilled,676.0,1569,7513.516936,True,2.0,False,35315.2345,2136.0,8702
29-12-2022,North,Electronics,Supplier B,Warehouse 2,Fulfilled,801.0,2703,13936.65053,True,1.0,False,151858.1031,3492.0,9424
30-12-2022,North,Accessories,Supplier C,Warehouse 2,Pending,907.0,4281,11625.54807,True,13.0,False,131774.6304,2825.0,5594
31-12-2024,East,Accessories,Supplier D,Warehouse 3,Fulfilled,859.0,1369,4308.711162,True,9.0,False,97615.28594,2987.0,6561
30-12-2024,West,Furniture,Supplier D,Warehouse 2,Fulfilled,249.0,4605,8064.82112,True,17.0,False,5733.302282,4467.5,6855
29-12-2024,North,Accessories,Supplier C,Warehouse 2,Pending,260.0,4330,13463.10437,True,24.0,False,6159.027794,3760.5,5447
28-12-2024,East,Furniture,Supplier D,Warehouse 1,Canceled,92.0,3191,518.3871153,True,19.0,False,9473.697185,3008.5,5239
27-12-2024,East,Electronics,Supplier B,Warehouse 1,Pending,903.0,2826,9358.432619,True,10.0,False,87079.54871,1701.5,8164
26-12-2024,North,Electronics,Supplier D,Warehouse 1,Pending,926.0,577,14348.41621,True,16.0,False,46557.84324,1003.0,7994
25-12-2024,North,Clothing,Supplier A,Warehouse 3,Fulfilled,998.0,1429,1857.676953,True,4.0,False,124426.1344,1906.0,6427
24-12-2024,North,Furniture,Supplier C,Warehouse 2,Fulfilled,160.0,2383,13849.10798,True,9.0,False,7371.761425,3107.5,8832
23-12-2024,West,Accessories,Supplier B,Warehouse 1,Pending,101.0,3832,2548.033621,True,29.0,False,6919.703094,2392.5,5459
22-12-2024,East,Electronics,Supplier A,Warehouse 3,Fulfilled,525.0,953,9760.753224,True,10.0,False,37880.20325,902.0,9639
21-12-2024,South,Furniture,Supplier D,Warehouse 2,Fulfilled,135.0,851,531.6700714,True,29.0,False,10652.18248,1625.5,9416
20-12-2024,West,Electronics,Supplier D,Warehouse 1,Fulfilled,490.0,2400,14997.81405,True,7.0,False,87464.36379,3527.5,5467
19-12-2024,West,Furniture,Supplier D,Warehouse 2,Fulfilled,237.0,4655,3385.663769,True,11.0,False,16858.01931,2814.0,8897
18-12-2024,West,Clothing,Supplier B,Warehouse 1,Pending,958.0,973,1963.653571,True,14.0,False,122655.3745,1104.0,9718
17-12-2024,East,Accessories,Supplier A,Warehouse 2,Pending,702.0,1235,1841.491007,True,26.0,False,14169.17778,1797.0,6579
16-12-2024,West,Clothing,Supplier A,Warehouse 1,Pending,220.0,2359,4224.035547,True,22.0,False,6311.566724,3511.5,7019
15-12-2024,West,Accessories,Supplier B,Warehouse 1,Fulfilled,734.0,4664,,True,20.0,False,139538.3499,3154.5,6813
14-12-2024,West,Clothing,Supplier D,Warehouse 1,Pending,151.0,1645,5721.444646,True,,False,19695.68789,1242.0,8245
13-12-2024,North,Clothing,Supplier B,Warehouse 1,Fulfilled,836.0,839,727.5906311,True,9.0,False,55154.16013,2159.5,8169
12-12-2024,South,Clothing,Supplier C,Warehouse 3,Fulfilled,292.0,3480,3995.433015,True,16.0,False,,3131.5,5813
11-12-2024,East,Accessories,Supplier A,Warehouse 2,Pending,821.0,2783,6147.982376,True,5.0,False,39180.53256,2278.5,7301
10-12-2024,West,Electronics,Supplier B,Warehouse 3,Pending,728.0,1774,2097.063102,True,20.0,False,59591.5433,2220.5,9058
09-12-2024,West,Clothing,Supplier A,Warehouse 1,Fulfilled,122.0,2667,7737.075543,True,12.0,False,16130.70142,2854.5,9097
08-12-2024,West,Electronics,Supplier D,Warehouse 1,Fulfilled,325.0,3042,7862.406202,True,7.0,True,60966.95331,3330.0,6478
07-12-2024,West,Electronics,Supplier B,Warehouse 1,Fulfilled,670.0,3618,10984.32832,True,10.0,False,112623.6518,3528.0,8464
06-12-2024,North,Clothing,Supplier A,Warehouse 1,Fulfilled,261.0,3438,5309.038741,True,19.0,False,11991.49349,2946.0,5037
05-12-2024,North,Furniture,Supplier B,Warehouse 1,Fulfilled,253.0,2454,8789.343736,True,12.0,False,,3643.0,6024
04-12-2024,West,Electronics,Supplier B,Warehouse 2,Pending,413.0,4832,13294.9332,True,16.0,False,37152.68715,4709.5,6084
03-12-2024,North,Electronics,Supplier C,Warehouse 3,Fulfilled,524.0,4587,645.1509531,True,12.0,False,79659.97286,2730.0,6338
02-12-2024,West,Electronics,Supplier A,Warehouse 3,Pending,758.0,873,13340.61193,True,,False,105205.7989,919.0,9036
01-12-2024,South,Accessories,Supplier C,Warehouse 2,Fulfilled,724.0,965,2813.329372,True,27.0,True,143494.2737,697.0,9561
30-11-2024,East,Clothing,Supplier C,Warehouse 2,Fulfilled,237.0,429,5856.171885,True,24.0,False,33337.28627,1806.0,8752
29-11-2024,South,Accessories,Supplier B,Warehouse 1,Fulfilled,180.0,3183,4550.422537,True,21.0,False,,1962.0,9741
28-11-2024,South,Furniture,Supplier A,Warehouse 1,Fulfilled,722.0,741,7169.73421,True,8.0,True,130032.5007,429.5,6804
27-11-2024,East,Clothing,Supplier D,Warehouse 2,Fulfilled,996.0,118,4888.036152,True,25.0,False,73098.18811,1231.0,8183
26-11-2024,,Furniture,Supplier D,Warehouse 1,Fulfilled,161.0,2344,9918.3729,True,7.0,False,14127.73863,2670.5,6468
25-11-2024,South,Electronics,Supplier A,Warehouse 2,Fulfilled,78.0,2997,8714.513401,True,8.0,False,13450.7933,3150.0,5628
24-11-2024,West,Furniture,Supplier B,Warehouse 2,Fulfilled,57.0,3303,3468.432082,True,17.0,False,8801.413246,3856.0,6060
23-11-2024,North,Electronics,Supplier C,Warehouse 2,Canceled,375.0,4409,7025.930471,True,8.0,False,30862.49163,2687.0,5787
22-11-2024,South,Clothing,Supplier B,Warehouse 3,Fulfilled,901.0,965,1394.281463,True,16.0,False,65523.454,2025.0,8281
21-11-2024,South,Clothing,Supplier D,Warehouse 1,Pending,974.0,3085,13386.82449,True,26.0,False,55468.22998,3898.0,5544
20-11-2024,South,Electronics,Supplier D,Warehouse 1,Fulfilled,755.0,4711,11083.89103,True,,False,116445.837,2840.5,8768
19-11-2024,East,Furniture,Supplier D,Warehouse 3,Fulfilled,898.0,970,729.8517124,True,4.0,False,95510.24227,2455.0,6829
18-11-2024,North,Accessories,Supplier D,Warehouse 3,Fulfilled,178.0,3940,13886.02283,True,20.0,False,12362.54949,2461.0,5080
17-11-2024,South,Clothing,Supplier B,Warehouse 2,Fulfilled,160.0,982,7655.459972,True,26.0,False,18645.39293,2444.0,9425
16-11-2024,South,Clothing,Supplier A,Warehouse 2,Canceled,486.0,3906,10151.93226,True,18.0,False,65947.93743,3505.5,9985
15-11-2024,North,Electronics,Supplier B,Warehouse 2,Fulfilled,107.0,3105,14936.47636,True,28.0,False,5169.088266,2083.5,7563
14-11-2024,West,Electronics,Supplier A,Warehouse 3,Fulfilled,944.0,1062,11311.61082,True,28.0,False,83924.15786,1549.0,5171
13-11-2024,East,Electronics,Supplier D,Warehouse 1,Pending,242.0,2036,3441.661051,True,28.0,False,28965.28313,3432.5,5366
12-11-2024,North,Clothing,Supplier C,Warehouse 2,Fulfilled,607.0,4829,10359.5898,True,23.0,False,33286.54896,4084.5,8205
11-11-2024,West,Clothing,Supplier C,Warehouse 3,Fulfilled,581.0,3340,7827.628189,False,20.0,False,42498.35669,1992.5,7889
10-11-2024,South,Electronics,Supplier C,Warehouse 3,Canceled,660.0,645,11009.41114,True,3.0,True,21803.77077,2027.0,8346
09-11-2024,South,Accessories,Supplier A,Warehouse 3,Pending,577.0,3409,3014.24296,True,3.0,False,110242.6735,2837.5,5064
08-11-2024,West,Clothing,Supplier C,Warehouse 1,Fulfilled,779.0,2266,10253.34298,True,5.0,False,94509.81365,1364.5,7664
07-11-2024,West,Electronics,Supplier B,Warehouse 1,Fulfilled,,463,3035.817075,True,5.0,False,18096.98826,2143.0,9413
06-11-2024,North,Accessories,Supplier D,Warehouse 2,Fulfilled,974.0,3823,14906.88351,True,5.0,False,50469.014,3374.0,7880
05-11-2024,West,Clothing,Supplier C,Warehouse 3,Pending,393.0,2925,6352.575481,True,3.0,False,10828.99341,3311.0,6972
04-11-2024,South,Clothing,Supplier C,Warehouse 1,Pending,615.0,3697,898.3231564,True,5.0,False,75159.99433,4261.5,8854
03-11-2024,South,Furniture,Supplier C,Warehouse 2,Fulfilled,984.0,4826,1881.109543,True,15.0,False,164527.971,2736.0,5103
02-11-2024,South,Electronics,Supplier B,Warehouse 1,Fulfilled,636.0,646,11469.81792,True,,False,57985.96561,1843.0,7522
01-11-2024,North,Furniture,Supplier A,Warehouse 2,Pending,657.0,3040,2211.087386,True,13.0,False,89418.86078,1805.5,7421
31-10-2024,East,Clothing,Supplier B,Warehouse 3,Fulfilled,904.0,571,11235.48531,True,2.0,False,83070.63791,1156.0,5564
30-10-2024,North,Electronics,Supplier D,Warehouse 1,Fulfilled,989.0,1741,14725.91556,True,24.0,False,128137.965,3179.0,8928
29-10-2024,West,Electronics,Supplier A,Warehouse 3,Pending,773.0,4617,7334.166015,True,24.0,False,150321.3252,4027.5,8360
28-10-2024,South,Clothing,Supplier A,Warehouse 3,Pending,690.0,3438,8226.283418,True,18.0,False,49420.02957,2213.0,5941
27-10-2024,North,Clothing,Supplier B,Warehouse 2,Pending,296.0,988,12817.23423,False,18.0,False,39282.84125,1130.0,5212
26-10-2024,North,Accessories,Supplier B,Warehouse 2,Fulfilled,121.0,1272,2124.169839,True,17.0,False,11640.05611,2936.0,5246
25-10-2024,South,Clothing,Supplier B,Warehouse 3,Pending,650.0,4600,10641.07874,False,3.0,False,59795.56858,3055.0,8573
24-10-2024,North,Furniture,Supplier D,Warehouse 3,Fulfilled,780.0,1510,9756.075944,True,18.0,False,62358.70865,2476.0,5355
23-10-2024,East,Clothing,Supplier B,Warehouse 1,Fulfilled,557.0,3442,9498.074282,False,22.0,False,96110.4122,2287.0,9288
22-10-2024,West,Clothing,Supplier D,Warehouse 1,Fulfilled,886.0,1132,5045.421718,True,4.0,False,169062.9068,2298.0,7028
21-10-2024,South,Electronics,Supplier D,Warehouse 2,Fulfilled,990.0,3464,3327.452694,True,5.0,False,103649.86,2640.0,8317
20-10-2024,West,Furniture,,Warehouse 1,Fulfilled,839.0,1816,13262.24363,True,27.0,False,139006.954,1225.0,6041
19-10-2024,East,Electronics,Supplier D,Warehouse 3,Fulfilled,656.0,634,3410.336222,True,21.0,False,71822.34596,2603.5,9122
18-10-2024,East,Electronics,,Warehouse 1,Fulfilled,458.0,4573,10171.0027,True,29.0,False,29439.62995,3041.5,6418
17-10-2024,North,Clothing,Supplier A,Warehouse 1,Pending,560.0,1510,9027.827949,True,29.0,False,68565.98362,2948.5,8555
16-10-2024,South,Accessories,Supplier C,Warehouse 1,Fulfilled,375.0,4387,2169.758917,True,25.0,False,28394.08445,2314.5,7364
15-10-2024,North,Electronics,Supplier B,Warehouse 1,Fulfilled,846.0,242,11049.27819,True,7.0,False,38653.68392,1741.0,8170
14-10-2024,East,Clothing,Supplier D,Warehouse 1,Fulfilled,250.0,3240,9241.272516,True,21.0,False,42134.67256,1891.0,6925
13-10-2024,West,Electronics,Supplier A,Warehouse 1,Fulfilled,694.0,542,13046.77111,True,24.0,False,16284.58056,1668.0,8002
12-10-2024,East,Furniture,Supplier D,Warehouse 3,Pending,340.0,2794,12638.84848,True,15.0,False,28001.69036,1854.5,9870
11-10-2024,North,Clothing,Supplier D,Warehouse 1,Fulfilled,773.0,915,6059.124023,True,20.0,False,75905.65231,1573.0,5641
10-10-2024,West,Electronics,Supplier A,Warehouse 1,Fulfilled,300.0,2231,2096.069523,True,6.0,False,41540.77373,2064.0,5148
09-10-2024,North,Accessories,Supplier B,Warehouse 1,Fulfilled,958.0,1897,3430.173573,True,27.0,False,166611.4892,3286.0,9233
08-10-2024,North,Accessories,Supplier B,Warehouse 3,Fulfilled,985.0,4675,8156.987174,True,,True,28498.4465,3948.5,7481
07-10-2024,North,Furniture,Supplier C,Warehouse 1,Fulfilled,849.0,3222,11065.23682,True,15.0,True,138542.4908,3770.0,5214
06-10-2024,West,Clothing,Supplier B,Warehouse 2,Fulfilled,239.0,4318,1051.713085,True,27.0,False,15233.94235,4346.5,8554
05-10-2024,North,Furniture,Supplier A,Warehouse 2,Fulfilled,999.0,4375,7076.805739,True,27.0,False,29515.09415,2499.0,9053
04-10-2024,West,Accessories,Supplier A,Warehouse 3,Fulfilled,159.0,623,7656.383064,False,10.0,False,21296.44408,1906.0,8549
03-10-2024,South,Clothing,Supplier D,Warehouse 3,Fulfilled,132.0,3189,13763.07112,True,25.0,False,16694.26648,1783.0,5224
02-10-2024,South,Clothing,Supplier C,Warehouse 2,Fulfilled,525.0,377,2344.760861,True,3.0,False,22899.86314,1952.0,6675
01-10-2024,West,Electronics,Supplier C,Warehouse 1,Pending,834.0,3527,1002.435292,True,26.0,False,44140.55064,2811.5,6795
30-09-2024,South,Accessories,Supplier C,Warehouse 2,Fulfilled,404.0,2096,5162.228628,True,1.0,True,48434.62918,1216.5,6200
29-09-2024,East,Accessories,Supplier D,Warehouse 1,Fulfilled,336.0,337,11154.00969,True,15.0,False,65421.8921,984.5,7786
28-09-2024,North,Clothing,Supplier A,Warehouse 3,Fulfilled,294.0,1632,8957.504859,True,3.0,False,,2679.5,7407
27-09-2024,South,Clothing,Supplier C,Warehouse 3,Pending,914.0,3727,2293.517334,True,13.0,False,151224.9379,3274.0,9766
26-09-2024,South,Accessories,Supplier D,Warehouse 3,Fulfilled,92.0,2821,2291.714067,True,7.0,False,7442.009407,3165.5,6393
25-09-2024,North,Furniture,Supplier A,Warehouse 1,Fulfilled,896.0,3510,3898.366315,True,2.0,False,73751.11647,3220.5,8497
24-09-2024,North,Accessories,Supplier C,Warehouse 2,Fulfilled,255.0,2931,8028.501132,True,22.0,False,25666.64946,1554.0,5359
23-09-2024,West,Electronics,Supplier D,Warehouse 2,Fulfilled,940.0,177,4379.141939,True,29.0,False,74700.45409,906.0,5034
22-09-2024,North,Clothing,Supplier C,Warehouse 1,Fulfilled,817.0,1635,4586.061581,True,26.0,False,72675.78617,2807.0,9572
21-09-2024,East,Electronics,Supplier C,Warehouse 1,Fulfilled,,3979,3240.29207,True,29.0,False,106360.2417,2689.0,9093
20-09-2024,East,Clothing,Supplier C,Warehouse 2,Canceled,904.0,1399,6718.823646,True,10.0,False,27448.09392,2387.5,6514
19-09-2024,South,Accessories,Supplier A,Warehouse 3,Fulfilled,421.0,3376,12403.3286,True,21.0,False,53844.68355,2289.0,5022
18-09-2024,North,Clothing,Supplier A,Warehouse 1,Fulfilled,844.0,1202,3161.679656,True,12.0,False,129531.301,1391.0,6452
17-09-2024,South,Electronics,Supplier C,Warehouse 2,Fulfilled,158.0,1580,10408.23226,False,15.0,False,7616.812371,2236.5,7907
16-09-2024,North,Electronics,Supplier C,Warehouse 2,Fulfilled,822.0,2893,12365.35739,True,26.0,False,130279.7991,2297.0,8842
15-09-2024,South,Accessories,Supplier D,Warehouse 3,Fulfilled,659.0,1701,7207.849397,True,19.0,False,90610.36225,1880.0,7519
14-09-2024,East,Accessories,Supplier B,Warehouse 1,Fulfilled,605.0,2059,8959.68012,True,16.0,False,79903.97438,2244.0,7006
13-09-2024,South,Furniture,Supplier B,Warehouse 3,Fulfilled,544.0,2429,13797.6133,True,26.0,False,41955.31187,2662.0,7296
12-09-2024,West,Furniture,Supplier B,Warehouse 1,Fulfilled,359.0,2895,14206.95208,True,20.0,False,37573.83986,2826.0,7450
11-09-2024,East,Furniture,Supplier C,Warehouse 3,Fulfilled,730.0,2757,10980.1458,True,16.0,False,115141.1253,2899.0,5050
10-09-2024,East,Clothing,Supplier D,Warehouse 2,Fulfilled,450.0,3041,4648.303869,True,17.0,False,32058.62575,2446.0,8256
09-09-2024,West,Furniture,Supplier C,Warehouse 1,Fulfilled,605.0,1851,7594.549285,False,12.0,False,34016.1647,2806.0,5304
08-09-2024,North,Clothing,Supplier C,Warehouse 1,Pending,576.0,3761,,True,28.0,False,66611.49103,2208.0,6673
07-09-2024,East,Furniture,Supplier D,Warehouse 1,Fulfilled,849.0,655,10128.47898,True,29.0,False,92179.92622,2790.0,6055
06-09-2024,South,Accessories,Supplier D,Warehouse 2,Fulfilled,607.0,4925,1611.024829,False,5.0,True,13017.56145,3094.0,8499
05-09-2024,South,Electronics,Supplier C,Warehouse 1,Fulfilled,760.0,1263,11099.65006,False,16.0,False,46274.08536,2360.0,6229
04-09-2024,West,Furniture,Supplier A,Warehouse 1,Fulfilled,366.0,3457,4501.258008,True,24.0,False,64864.41251,4136.0,6859
03-09-2024,South,Electronics,Supplier D,Warehouse 1,Fulfilled,191.0,4815,7713.98819,True,7.0,False,37342.86956,2656.0,9897
02-09-2024,North,Clothing,Supplier B,Warehouse 2,Pending,648.0,497,,True,20.0,False,109715.4945,1067.0,6696
01-09-2024,West,Clothing,Supplier A,Warehouse 2,Pending,386.0,1637,4532.62643,True,10.0,True,39366.13694,2121.5,7568
31-08-2024,West,Accessories,Supplier D,Warehouse 3,Fulfilled,961.0,2606,5267.02185,True,7.0,False,186753.4751,3349.5,9777
30-08-2024,West,Electronics,Supplier A,Warehouse 3,Fulfilled,445.0,4093,10249.24694,True,2.0,False,68134.22674,4014.5,8362
29-08-2024,East,Accessories,Supplier B,Warehouse 1,Fulfilled,759.0,3936,4828.149922,True,25.0,False,70162.05481,2051.5,7710
28-08-2024,East,Furniture,Supplier A,Warehouse 3,Fulfilled,767.0,167,1689.155748,False,1.0,False,54937.35098,1638.5,5715
27-08-2024,East,Electronics,Supplier A,Warehouse 3,Fulfilled,792.0,3110,4710.247338,True,,False,127111.0133,1966.5,5995
26-08-2024,South,Accessories,Supplier D,Warehouse 1,Fulfilled,,823,13220.99117,True,14.0,False,102041.5579,611.5,6244
25-08-2024,West,Furniture,Supplier B,Warehouse 3,Fulfilled,804.0,400,10498.95445,True,26.0,False,148799.5569,1846.0,7302
24-08-2024,West,Electronics,Supplier B,Warehouse 2,Fulfilled,,3292,3551.665247,True,,False,7107.289579,4012.5,8091
23-08-2024,North,Furniture,Supplier D,Warehouse 3,Fulfilled,710.0,4733,6986.582961,True,10.0,False,19048.51639,4563.5,7181
22-08-2024,South,Electronics,Supplier D,Warehouse 1,Fulfilled,501.0,4394,2972.801709,True,13.0,False,40105.39087,2925.5,8978
21-08-2024,West,Furniture,Supplier B,Warehouse 1,Pending,748.0,1457,11787.2119,True,5.0,False,62596.01312,2871.0,5983
20-08-2024,East,Clothing,,Warehouse 3,Pending,449.0,4285,2040.855619,True,18.0,False,58558.66309,3549.0,9469
19-08-2024,North,Furniture,Supplier C,Warehouse 2,Pending,172.0,2813,11710.93153,True,1.0,False,12421.25652,2135.0,7884
18-08-2024,West,Clothing,Supplier A,Warehouse 3,Fulfilled,926.0,1457,14685.79671,True,3.0,False,110317.8901,2430.5,7109
17-08-2024,West,Accessories,Supplier B,Warehouse 3,Pending,529.0,3404,8582.894024,True,27.0,False,39211.61302,3323.0,8288
16-08-2024,West,Furniture,Supplier B,Warehouse 2,Fulfilled,712.0,3242,8152.549947,True,6.0,False,118364.3837,3792.5,5591
15-08-2024,North,Furniture,Supplier B,Warehouse 3,Fulfilled,244.0,4343,9266.324599,True,11.0,False,7498.753031,3824.0,7565
